obj_id|image_file|commons_link
23831|6782.tif|https://commons.wikimedia.org/wiki/File:Still_Life_with_a_Nautilus_Goblet_-_Nationalmuseum_-_23831.tif
23832|6783.tif|https://commons.wikimedia.org/wiki/File:Laughing_Jester_-_Nationalmuseum_-_23832.tif
23835|6786.tif|https://commons.wikimedia.org/wiki/File:On_the_Way_to_Stora_Sjöfallet_(Helmer_Osslund)_-_Nationalmuseum_-_23835.tif
23836|6787.tif|https://commons.wikimedia.org/wiki/File:Fishing_Cottages_by_the_River._Motif_from_Granvåg,_Faxälven_(Helmer_Osslund)_-_Nationalmuseum_-_23836.tif
23837|6788.tif|https://commons.wikimedia.org/wiki/File:Bonn_am_Rhein._Winter_Landscape_(Helmer_Osslund)_-_Nationalmuseum_-_23837.tif
23838|6789.tif|https://commons.wikimedia.org/wiki/File:Mr_Andersson_from_Främsta,_Folh_High_School_Teacher_(Helmer_Osslund)_-_Nationalmuseum_-_23838.tif
23842|6793.tif|https://commons.wikimedia.org/wiki/File:Clam-Pickers_in_Villerville_(Wilhelm_von_Gegerfelt)_-_Nationalmuseum_-_23842.tif
23843|6794.tif|https://commons.wikimedia.org/wiki/File:Sea_Landscape_off_Honfleur_(Richard_Bergh)_-_Nationalmuseum_-_23843.tif
23844|6795.tif|https://commons.wikimedia.org/wiki/File:Sea_in_Sunset_(August_Hagborg)_-_Nationalmuseum_-_23844.tif
21167|4113.tif|https://commons.wikimedia.org/wiki/File:Winter_Night_in_the_Forest_(Otto_Hesselbom)_-_Nationalmuseum_-_21167.tif
21314|4262.tif|https://commons.wikimedia.org/wiki/File:After_the_Massacre._Study_from_North_Norway_(Anna_Boberg)_-_Nationalmuseum_-_21314.tif
21727|4677.tif|https://commons.wikimedia.org/wiki/File:Monkeys_Acting_in_front_of_the_Governor's_House,_Stockholm_(Johan_Pasch_d.ä.)_-_Nationalmuseum_-_21727.tif
21823|4773.tif|https://commons.wikimedia.org/wiki/File:Såsser_Kerstin_Andersdotter,_Färnäs_(Johan_Fredrik_Höckert)_-_Nationalmuseum_-_21823.tif
21912|4862.tif|https://commons.wikimedia.org/wiki/File:Black_Cocks_at_Ground_(David_Klöcker_Ehrenstrahl)_-_Nationalmuseum_-_21912.tif
22245|5195.tif|https://commons.wikimedia.org/wiki/File:Dosseringen_seen_from_the_Sea_(Christen_Købke)_-_Nationalmuseum_-_22245.tif
22346|5296.tif|https://commons.wikimedia.org/wiki/File:Card-Party_in_the_Home_of_Elis_Schröderheim_(Pehr_Hilleström_d.ä.)_-_Nationalmuseum_-_22346.tif
22478|5428.tif|https://commons.wikimedia.org/wiki/File:King_Gustav_Vasa_of_Sweden_Being_Introduced_to_King_Hans_(J.A.G._Acke_-_Nationalmuseum_-_22478.tif
22610|5560.tif|https://commons.wikimedia.org/wiki/File:The_Adoration_of_the_Magi_-_Nationalmuseum_-_22610.tif
23028|5978.tif|https://commons.wikimedia.org/wiki/File:Kitchen_Still_Life_with_a_Carp_and_Shellfish_-_Nationalmuseum_-_23028.tif
23281|6232.tif|https://commons.wikimedia.org/wiki/File:Man_Warping_(Bruno_Liljefors)_-_Nationalmuseum_-_23281.tif
23434|6385.tif|https://commons.wikimedia.org/wiki/File:The_Surf_(Karl_Nordström)_-_Nationalmuseum_-_23434.tif
23715|6666.tif|https://commons.wikimedia.org/wiki/File:Still_Life_with_Tulips_(Johannes_Bosschaert)_-_Nationalmuseum_-_23715.tif
23774|6725.tif|https://commons.wikimedia.org/wiki/File:Ladies_at_a_Flower-table_(Wilhelm_Otto_Peters)_-_Nationalmuseum_-_23774.tif
23815|6766.tif|https://commons.wikimedia.org/wiki/File:Coquelin_Cadet_(Anders_Zorn)_-_Nationalmuseum_-_23815.tif
18204|1201.tif|https://commons.wikimedia.org/wiki/File:Norwegian_Landscape_in_the_Light_of_Early_Morning_(Kung_Karl_XV)_-_Nationalmuseum_-_18204.tif
19125|2066.tif|https://commons.wikimedia.org/wiki/File:Three_Venetian_Counsellors_-_Nationalmuseum_-_19125.tif
20956|3901.tif|https://commons.wikimedia.org/wiki/File:A_River_in_France._Study_(Ida_von_Schulzenheim)_-_Nationalmuseum_-_20956.tif
23845|6796.tif|https://commons.wikimedia.org/wiki/File:The_Lace-Maker_(Georg_Pauli)_-_Nationalmuseum_-_23845.tif
25332|B1364.tif|https://commons.wikimedia.org/wiki/File:Cartoon_for_the_Fresco_in_the_Lower_Hall_of_the_NM._The_Art_Academy,_Taraval's_Drawing_School_-_Nationalmuseum_-_25332.tif
15192|Grh0522.tif|https://commons.wikimedia.org/wiki/File:Landskap_med_herde_(Elias_Martin)_-_Nationalmuseum_-_15192.tif
39546|Grh1594.tif|https://commons.wikimedia.org/wiki/File:Favourite,_one_of_King_Karl_XI's_riding_horses_(David_Klöcker_Ehrenstrahl)_-_Nationalmuseum_-_39546.tif
23854|6805.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_a_Cavalier_(Alexander_Roslin)_-_Nationalmuseum_-_23854.tif
23858|6809.tif|https://commons.wikimedia.org/wiki/File:Grez-sur-Loing_(Karl_Nordström)_-_Nationalmuseum_-_23858.tif
23860|6811.tif|https://commons.wikimedia.org/wiki/File:Jays_(Bruno_Liljefors)_-_Nationalmuseum_-_23860.tif
23861|6812.tif|https://commons.wikimedia.org/wiki/File:St_Lawrence_(Felice_Ficherelli)_-_Nationalmuseum_-_23861.tif
23863|6814.tif|https://commons.wikimedia.org/wiki/File:Aeneas_Rescuing_his_Father_from_the_Fire_at_Troy_(Carle_Vanloo)_-_Nationalmuseum_-_23863.tif
23866|6817.tif|https://commons.wikimedia.org/wiki/File:The_Poster_(Johan_Fredrik_Höckert)_-_Nationalmuseum_-_23866.tif
23867|6818.tif|https://commons.wikimedia.org/wiki/File:Caroline_Mathilde,_Queen_of_Denmark_(Carl_Gustav_Pilo)_-_Nationalmuseum_-_23867.tif
23869|6820.tif|https://commons.wikimedia.org/wiki/File:Moses_with_the_Tablets_of_the_Law_(Claude_Vignon)_-_Nationalmuseum_-_23869.tif
23872|6823.tif|https://commons.wikimedia.org/wiki/File:The_Håsten_Hill_at_Varberg_II_(Nils_Kreuger)_-_Nationalmuseum_-_23872.tif
23873|6824.tif|https://commons.wikimedia.org/wiki/File:Peder_Severin_Kröyer_(1851-1909)_(Alfred_Philippe_Roll)_-_Nationalmuseum_-_23873.tif
23874|6825.tif|https://commons.wikimedia.org/wiki/File:The_Waffle-Baker's_Shop_at_Djurgården_(Elias_Martin)_-_Nationalmuseum_-_23874.tif
23878|6829.tif|https://commons.wikimedia.org/wiki/File:The_Burning_of_Troy_with_the_Flight_of_Aeneas_and_Anchises_(François_Nomé)_-_Nationalmuseum_-_23878.tif
23879|6830.tif|https://commons.wikimedia.org/wiki/File:The_Departure_of_Jacob_(Sébastien_Bourdon)_-_Nationalmuseum_-_23879.tif
23880|6831.tif|https://commons.wikimedia.org/wiki/File:Ulrika_Eleonora_the_younger_(Johan_Starbus)_-_Nationalmuseum_-_23880.tif
23881|6832.tif|https://commons.wikimedia.org/wiki/File:Classical_Landscape_with_Ruins_and_Harvesters_(Antoine_Pierre_Patel)_-_Nationalmuseum_-_23881.tif
23882|6833.tif|https://commons.wikimedia.org/wiki/File:Carl_Henric_Cantzler_(Carl_Wilhelm_Nordgren)_-_Nationalmuseum_-_23882.tif
23883|6834.tif|https://commons.wikimedia.org/wiki/File:Sofia_Magdalena_Cantzler_(Carl_Wilhelm_Nordgren)_-_Nationalmuseum_-_23883.tif
23884|6835.tif|https://commons.wikimedia.org/wiki/File:Mars_and_Venus_-_Nationalmuseum_-_23884.tif
23885|6836.tif|https://commons.wikimedia.org/wiki/File:Double_Portrait_of_an_Elderly_Couple_(Lucas_van_Valckenborch_&_Georg_Flegel)_-_Nationalmuseum_-_23885.tif
23888|6839.tif|https://commons.wikimedia.org/wiki/File:The_Abandoned_Oidipus_(Salvator_Rosa)_-_Nationalmuseum_-_23888.tif
23889|6840.tif|https://commons.wikimedia.org/wiki/File:A_Swedish_Fairy_Tale_(Carl_Larsson)_-_Nationalmuseum_-_23889.tif
23890|6841.tif|https://commons.wikimedia.org/wiki/File:Campo_Vaccino_in_Rome_-_Nationalmuseum_-_23890.tif
23891|6842.tif|https://commons.wikimedia.org/wiki/File:A_Vanitas_Still-Life_with_a_Skull,_a_Book_and_Roses_(Jan_Davidsz._de_Heem)_-_Nationalmuseum_-_23891.tif
23893|6844.tif|https://commons.wikimedia.org/wiki/File:The_Horatii_Entering_Rome_(Adrian_van_Stalbemt)_-_Nationalmuseum_-_23893.tif
23894|6845.tif|https://commons.wikimedia.org/wiki/File:The_Judgement_of_Paris_-_Nationalmuseum_-_23894.tif
23899|6850.tif|https://commons.wikimedia.org/wiki/File:Interior_of_a_Copper_Foundry_in_Falun_(Pehr_Hilleström_d.ä.)_-_Nationalmuseum_-_23899.tif
23901|6852.tif|https://commons.wikimedia.org/wiki/File:The_Battle_of_Bråvalla._Study_(August_Malmström)_-_Nationalmuseum_-_23901.tif
23904|6855.tif|https://commons.wikimedia.org/wiki/File:Dutch_View_of_a_Town_by_Moonlight_(Joseph_Magnus_Stäck)_-_Nationalmuseum_-_23904.tif
23905|6856.tif|https://commons.wikimedia.org/wiki/File:Yellow_Roses_(Frants_Diderik_Böe)_-_Nationalmuseum_-_23905.tif
23908|6859.tif|https://commons.wikimedia.org/wiki/File:View_of_a_Shore_with_the_Artist's_Wagon_and_Tent_at_Enö_(Laurits_Andersen_Ring)_-_Nationalmuseum_-_23908.tif
23910|6861.tif|https://commons.wikimedia.org/wiki/File:A_Bite!_(Carl_Larsson)_-_Nationalmuseum_-_23910.tif
23911|6862.tif|https://commons.wikimedia.org/wiki/File:A_Prophet._Companion_piece_to_NM_6863_(Mästare_av_Fogg_Pietà)_-_Nationalmuseum_-_23911.tif
23912|6863.tif|https://commons.wikimedia.org/wiki/File:Female_Angel._Companion_piece_to_NM_6862_(Mästare_av_Fogg_Pietà)_-_Nationalmuseum_-_23912.tif
23915|6866.tif|https://commons.wikimedia.org/wiki/File:Valkyries_Riding_into_Battle_(Johan_Gustaf_Sandberg)_-_Nationalmuseum_-_23915.tif
23916|6867.tif|https://commons.wikimedia.org/wiki/File:Sigrid_and_Anna_Mazér,_Nieces_of_the_Artist_(Carl_Peter_Mazer)_-_Nationalmuseum_-_23916.tif
23918|6869.tif|https://commons.wikimedia.org/wiki/File:Cesto_con_fresas_silvestres_en_un_paisaje_(Luis_Melendez)_-_Nationalmuseum_-_23918.tif
23919|6870.tif|https://commons.wikimedia.org/wiki/File:Landscape_with_the_flight_into_Egypt_(David_Teniers_d.ä.)_-_Nationalmuseum_-_23919.tif
23922|6873.tif|https://commons.wikimedia.org/wiki/File:Four_Bird_Studies,_Red-Backed_Shrike,_Corncrake,_Chaffinches,_Willow_Warbler._(Bruno_Liljefors)_-_Nationalmuseum_-_23922.tif
23923|6874.tif|https://commons.wikimedia.org/wiki/File:Nestlings_of_Red-Backed_Shrike_(Bruno_Liljefors)_-_Nationalmuseum_-_23923.tif
23924|6875.tif|https://commons.wikimedia.org/wiki/File:The_Little_Brewery_(Anders_Zorn)_-_Nationalmuseum_-_23924.tif
23926|6877.tif|https://commons.wikimedia.org/wiki/File:Wonderland_(August_Strindberg)_-_Nationalmuseum_-_23926.tif
23927|6878.tif|https://commons.wikimedia.org/wiki/File:Still_Life_with_Ham_on_a_Pewter_Dish,_a_Faience_Set_and_a_Bowl_of_Gooseberries_and_Red_Currants_-_Nationalmuseum_-_23927.tif
23929|6880.tif|https://commons.wikimedia.org/wiki/File:The_Disobedient_Prophet_(Lambert_Jacobsz.)_-_Nationalmuseum_-_23929.tif
23935|6886.tif|https://commons.wikimedia.org/wiki/File:The_Entry_of_King_Gustav_Vasa_of_Sweden_into_Stockholm,_1523_(Carl_Larsson)_-_Nationalmuseum_-_23935.tif
23939|6890.tif|https://commons.wikimedia.org/wiki/File:A_Musical_Party_(Paul_La_Tarte)_-_Nationalmuseum_-_23939.tif
28344|6903.tif|https://commons.wikimedia.org/wiki/File:Cherry_Blossom_(Ingeborg_Eggertz)_-_Nationalmuseum_-_28344.tif
20897|6921.tif|https://commons.wikimedia.org/wiki/File:Waterfall_Study,_Eggedal_(Ernst_Josephson)_-_Nationalmuseum_-_20897.tif
28383|6926-ram.tif|https://commons.wikimedia.org/wiki/File:Petit_Trianon,_Autumn_(Märtha_Tynell)_-_Nationalmuseum_-_28383.tif
28516|6934.tif|https://commons.wikimedia.org/wiki/File:Landskap_med_figurer_(framställning_av_mirakel?)_-_Nationalmuseum_-_28516.tif
28517|6935.tif|https://commons.wikimedia.org/wiki/File:Kristus_med_två_lärjungar_i_Emmaus_-_Nationalmuseum_-_28517.tif
29167|6936.tif|https://commons.wikimedia.org/wiki/File:Memento_mori_(Roelant_Savery)_-_Nationalmuseum_-_29167.tif
29168|6937.tif|https://commons.wikimedia.org/wiki/File:Still_Life_with_Brioche,_Fruit_and_Vegetables_(Anne_Vallayer-Coster)_-_Nationalmuseum_-_29168.tif
29331|6940.tif|https://commons.wikimedia.org/wiki/File:Amors_tillbedjan_(Alexander_Roslin)_-_Nationalmuseum_-_29331.tif
29648|6941.tif|https://commons.wikimedia.org/wiki/File:Baron_de_Neubourg-Cromière_(Alexander_Roslin)_-_Nationalmuseum_-_29648.tif
31080|6944.tif|https://commons.wikimedia.org/wiki/File:Fiord_Landscape_(Sofie_Werenskiold)_-_Nationalmuseum_-_31080.tif
31782|6948.tif|https://commons.wikimedia.org/wiki/File:River_Landscape_with_Boats_and_Fishermen_(Arent_Arentsz._(kallad_Cabel))_-_Nationalmuseum_-_31782.tif
31869|6949.tif|https://commons.wikimedia.org/wiki/File:Porträtt_av_familjen_Latrobe_of_Fulneck_(Elias_Martin)_-_Nationalmuseum_-_31869.tif
32070|6953.tif|https://commons.wikimedia.org/wiki/File:Consul_F.L._Giers_and_his_Family_(Benjamin_Patersen)_-_Nationalmuseum_-_32070.tif
32082|6958.tif|https://commons.wikimedia.org/wiki/File:Flower_Still_Life_with_a_Bowl_of_Fruit_and_Oysters_(Jan_Davidsz._de_Heem)_-_Nationalmuseum_-_32082.tif
31438|6960.tif|https://commons.wikimedia.org/wiki/File:Juno_and_Mercury_-_Nationalmuseum_-_31438.tif
32400|6968.tif|https://commons.wikimedia.org/wiki/File:Seascape_(August_Strindberg)_-_Nationalmuseum_-_32400.tif
32499|6970.tif|https://commons.wikimedia.org/wiki/File:Vanitas_Allegory_(Willem_de_Poorter)_-_Nationalmuseum_-_32499.tif
32534|6971.tif|https://commons.wikimedia.org/wiki/File:Midvinterblot_(Carl_Larsson)_-_Nationalmuseum_-_32534.tif
32535|6972.tif|https://commons.wikimedia.org/wiki/File:Eva_med_Bohus_fästning_i_bakgrunden,_1907_(Ivar_Arosenius)_-_Nationalmuseum_-_32535.tif
32542|6973.tif|https://commons.wikimedia.org/wiki/File:Stonequarry_by_the_River_Oise_II_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_32542.tif
32544|6974.tif|https://commons.wikimedia.org/wiki/File:Autumn_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_32544.tif
32551|6975.tif|https://commons.wikimedia.org/wiki/File:Eko_(Julius_Kronberg)_-_Nationalmuseum_-_32551.tif
32552|6977.tif|https://commons.wikimedia.org/wiki/File:Utsikt_mot_Visby_ringmur_(Victor_Forssell)_-_Nationalmuseum_-_32552.tif
36495|6979.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_Jules_Bordet_(Gustave_Courbet)_-_Nationalmuseum_-_36495.tif
36625|6980.tif|https://commons.wikimedia.org/wiki/File:The_White_Mare_II_(August_Strindberg)_-_Nationalmuseum_-_36625.tif
96739|6984.tif|https://commons.wikimedia.org/wiki/File:Arkitekturfantasi,_palats_i_landskap_(Ottavio_Viviani)_-_Nationalmuseum_-_96739.tif
96737|6985.tif|https://commons.wikimedia.org/wiki/File:Landskap_(Andrea_Locatelli)_-_Nationalmuseum_-_96737.tif
36626|6989.tif|https://commons.wikimedia.org/wiki/File:The_Assassination_of_Riccio_-_Nationalmuseum_-_36626.tif
36627|6990.tif|https://commons.wikimedia.org/wiki/File:Skebo_bruk_-_Nationalmuseum_-_36627.tif
45139|6993.tif|https://commons.wikimedia.org/wiki/File:Herrans_Bön_Fader_Vår_(Elias_Martin)_-_Nationalmuseum_-_45139.tif
45100|7000.tif|https://commons.wikimedia.org/wiki/File:Sister_Anna_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_45100.tif
15584|Grh0914.tif|https://commons.wikimedia.org/wiki/File:Vilhelm_III,_1475-1511,_hertig_av_Jülich_och_Berg_-_Nationalmuseum_-_15584.tif
15585|Grh0915.tif|https://commons.wikimedia.org/wiki/File:Sibylla,_1467-1510,_prinsessa_av_Brandenburg_hertiginna_av_Jülich_och_Berg_-_Nationalmuseum_-_15585.tif
15586|Grh0916.tif|https://commons.wikimedia.org/wiki/File:Barbara,_1478-1535,_prinsessa_av_Polen_hertiginna_av_Sachsen_-_Nationalmuseum_-_15586.tif
15587|Grh0917.tif|https://commons.wikimedia.org/wiki/File:Anna,_1533-1602,_prinsessa_av_Mecklenburg-Schwerin_hertiginna_av_Kurland_-_Nationalmuseum_-_15587.tif
15594|Grh0924.tif|https://commons.wikimedia.org/wiki/File:Nils_Sture,_1543-1567_-_Nationalmuseum_-_15594.tif
15597|Grh0927.tif|https://commons.wikimedia.org/wiki/File:Erik_Sparre_af_Rossvik,_1550-_1600_-_Nationalmuseum_-_15597.tif
15599|Grh0929.tif|https://commons.wikimedia.org/wiki/File:Louis_De_Geer_d.ä._1587-1657_-_Nationalmuseum_-_15599.tif
15602|Grh0932.tif|https://commons.wikimedia.org/wiki/File:Gustaf_Christerson_Horn_af_Åminne,_1601-1639_(Jacob_Heinrich_Elbfas)_-_Nationalmuseum_-_15602.tif
15603|Grh0933.tif|https://commons.wikimedia.org/wiki/File:Per_Olsson,_död_1692_(David_Klöcker_Ehrenstrahl)_-_Nationalmuseum_-_15603.tif
15604|Grh0934.tif|https://commons.wikimedia.org/wiki/File:Ture_Bielke_af_Åkerö,_1548-1600_-_Nationalmuseum_-_15604.tif
15605|Grh0935.tif|https://commons.wikimedia.org/wiki/File:Christer_Bonde,_1621-1659,_friherre,_riksråd,_president_i_Kommerskollegium_-_Nationalmuseum_-_15605.tif
15608|Grh0938.tif|https://commons.wikimedia.org/wiki/File:Erik_Sture,_1546-1567,_friherre_-_Nationalmuseum_-_15608.tif
15613|Grh0943.tif|https://commons.wikimedia.org/wiki/File:Carl_Carlsson_Gyllenhielm,_1574-1650,_friherre_-_Nationalmuseum_-_15613.tif
15615|Grh0945.tif|https://commons.wikimedia.org/wiki/File:Per_Brahe_d.y.1602-1680_-_Nationalmuseum_-_15615.tif
15618|Grh0948.tif|https://commons.wikimedia.org/wiki/File:Johan_Elai_Terserus,_1605-1678,_biskop_(David_Klöcker_Ehrenstrahl)_-_Nationalmuseum_-_15618.tif
15622|Grh0952.tif|https://commons.wikimedia.org/wiki/File:Modellstudie_kallad_Lasse_Lucidor_(Cornelis_Cornelisz)_-_Nationalmuseum_-_15622.tif
15623|Grh0953.tif|https://commons.wikimedia.org/wiki/File:Gabriel_Gustafsson_Oxenstierna_af_Eka_och_Lindö,_1587-1640_(Cornelius_Arendtz)_-_Nationalmuseum_-_15623.tif
15625|Grh0955.tif|https://commons.wikimedia.org/wiki/File:Johannes_Bureus,_1568-1652_(I_L)_-_Nationalmuseum_-_15625.tif
15628|Grh0958.tif|https://commons.wikimedia.org/wiki/File:Johan_Hadorph,1630-1693_-_Nationalmuseum_-_15628.tif
15632|Grh0962.tif|https://commons.wikimedia.org/wiki/File:Claes_Rålamb,_1622-1698_(David_Klöcker_Ehrenstrahl)_-_Nationalmuseum_-_15632.tif
44990|7004.tif|https://commons.wikimedia.org/wiki/File:Självporträtt_(Alexander_Roslin)_-_Nationalmuseum_-_44990.tif
41485|7006.tif|https://commons.wikimedia.org/wiki/File:Sunshine_in_the_Drawingroom_III_(Vilhelm_Hammershøi)_-_Nationalmuseum_-_41485.tif
48413|7007.tif|https://commons.wikimedia.org/wiki/File:En_väldig_pumpa_(Olof_Fridsberg)_-_Nationalmuseum_-_48413.tif
77722|7012.tif|https://commons.wikimedia.org/wiki/File:Aspa_Bruk_(Elias_Martin)_-_Nationalmuseum_-_77722.tif
97311|7013.tif|https://commons.wikimedia.org/wiki/File:Roddtur_på_fjorden_(Josefina_Holmlund)_-_Nationalmuseum_-_97311.tif
77971|7016.tif|https://commons.wikimedia.org/wiki/File:Venus_-_Nationalmuseum_-_77971.tif
94378|7017.tif|https://commons.wikimedia.org/wiki/File:Roman_Ruins_(Giovanni_Paolo_Panini)_-_Nationalmuseum_-_94378.tif
91615|7019.tif|https://commons.wikimedia.org/wiki/File:Fjordlandskap_(Nils_Bjørnsen_Møller)_-_Nationalmuseum_-_91615.tif
91617|7020.tif|https://commons.wikimedia.org/wiki/File:Landskap_(Peder_Cappelen_Thurmann)_-_Nationalmuseum_-_91617.tif
97310|7021.tif|https://commons.wikimedia.org/wiki/File:Moorland_with_carriage_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_97310.tif
92682|7023.tif|https://commons.wikimedia.org/wiki/File:Winter_Scene_from_the_Stockholm_Waterfront_(Alfred_Bergström)_-_Nationalmuseum_-_92682.tif
97313|7024.tif|https://commons.wikimedia.org/wiki/File:Italiensk_moder_med_barn_(Amalia_Lindegren)_-_Nationalmuseum_-_97313.tif
97314|7025.tif|https://commons.wikimedia.org/wiki/File:Frederikke_Eleonora_Cathrine_Rørby,_født_de_Stockfleth_(1773-1851)_(Martinus_Rørbye)_-_Nationalmuseum_-_97314.tif
96667|7026.tif|https://commons.wikimedia.org/wiki/File:Johan_Claes_Lagersvärd_(1756-1836)_i_Florens_(Louis_Gauffier)_-_Nationalmuseum_-_96667.tif
100529|7028.tif|https://commons.wikimedia.org/wiki/File:Porträtt_av_avliden_gosse_med_vanitasmotiv_-_Nationalmuseum_-_100529.tif
100530|7029.tif|https://commons.wikimedia.org/wiki/File:Still_Life_with_Kitchen_Utensils_and_Vegetables_(Jean_Siméon_Chardin)_-_Nationalmuseum_-_100530.tif
101566|7030.tif|https://commons.wikimedia.org/wiki/File:Elumination_på_Skeps_Holmen_(Pehr_Hilleström_d.ä.)_-_Nationalmuseum_-_101566.tif
101581|7032.tif|https://commons.wikimedia.org/wiki/File:Från_ateljén_(Elisabeth_Warling)_-_Nationalmuseum_-_101581.tif
101583|7033.tif|https://commons.wikimedia.org/wiki/File:Studie_av_sovande_skogsduva_(Ferdinand_von_Wright)_-_Nationalmuseum_-_101583.tif
101585|7034.tif|https://commons.wikimedia.org/wiki/File:Porträtt_av_konstnärinnan_Astrid_Setterwall_Ångström_(1895-1982)_(Gerda_Roosval-Kallstenius)_-_Nationalmuseum_-_101585.tif
117870|7035-före konservering.tif|https://commons.wikimedia.org/wiki/File:Läsande_gumma_(Per_Krafft_d.y.)_-_Nationalmuseum_-_117870.tif
117882|7037.tif|https://commons.wikimedia.org/wiki/File:Konversationsstycke_(Bartholomeus_Maton)_-_Nationalmuseum_-_117882.tif
117883|7038.tif|https://commons.wikimedia.org/wiki/File:Landskap_med_kor_(Carl_Trägårdh)_-_Nationalmuseum_-_117883.tif
117884|7039.tif|https://commons.wikimedia.org/wiki/File:Vallflicka_(Carl_Trägårdh)_-_Nationalmuseum_-_117884.tif
117885|7040.tif|https://commons.wikimedia.org/wiki/File:Landskap_(Carl_Trägårdh)_-_Nationalmuseum_-_117885.tif
117886|7041.tif|https://commons.wikimedia.org/wiki/File:Water_Spaniel_Surprising_a_Swan_on_its_Nest_(Jean-Baptiste_Oudry)_-_Nationalmuseum_-_117886.tif
117887|7042.tif|https://commons.wikimedia.org/wiki/File:Carolina_Mandorff,_1799-1874,_gift_Wester,_som_barn_(Per_Krafft_d.y.)_-_Nationalmuseum_-_117887.tif
117888|7043.tif|https://commons.wikimedia.org/wiki/File:Odysseus_before_Alcinous,_King_of_the_Phaeacians_(August_Malmström)_-_Nationalmuseum_-_117888.tif
117889|7044.tif|https://commons.wikimedia.org/wiki/File:Sydländskt_vårlandskap_(Lotten_Rönquist)_-_Nationalmuseum_-_117889.tif
117890|7045.tif|https://commons.wikimedia.org/wiki/File:Landskap_från_Åre_(Maria_Wrangel)_-_Nationalmuseum_-_117890.tif
117907|7047.tif|https://commons.wikimedia.org/wiki/File:Vid_grottan_(Pieter_Leermans)_-_Nationalmuseum_-_117907.tif
125217|7048.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_a_Young_Girl_(Hugo_Salmson)_-_Nationalmuseum_-_125217.tif
132462|7050.tif|https://commons.wikimedia.org/wiki/File:Crownprince,_Le_Dauphin,_Louis-Joseph-Xavier-François_of_France_(1781-1789)_-_Nationalmuseum_-_132462.tif
132463|7051.tif|https://commons.wikimedia.org/wiki/File:Boy_with_Map_of_Scandinavia_(Ulrica_Fredrica_Pasch)_-_Nationalmuseum_-_132463.tif
132464|7052.tif|https://commons.wikimedia.org/wiki/File:Den_gamla_järnvågen_vid_Slussen,_Stockholm_(Johan_Fredrik_Julin)_-_Nationalmuseum_-_132464.tif
132466|7053.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_Signora_Vincensa_(Olof_Södermark)_-_Nationalmuseum_-_132466.tif
132596|7054.tif|https://commons.wikimedia.org/wiki/File:Trompe_l'oeil,_Two_bats_nailed_to_a_timber_wall,_knife_and_quill_pen_(_The_Bat_Painting_)_-_Nationalmuseum_-_132596.tif
132597|7055.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_a_Tungu_Man_(Carl_Peter_Mazer)_-_Nationalmuseum_-_132597.tif
132598|7056.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_the_wholesale_dealer_Johan_Fredrik_Burghadi_(Lorens_Pasch_d.y.)_-_Nationalmuseum_-_132598.tif
132600|7057.tif|https://commons.wikimedia.org/wiki/File:Kvinnoporträtt_(Julia_Beck)_-_Nationalmuseum_-_132600.tif
132602|7058.tif|https://commons.wikimedia.org/wiki/File:Pine_Forest_Skutudden_(Carl_Trägårdh)_-_Nationalmuseum_-_132602.tif
132603|7059.tif|https://commons.wikimedia.org/wiki/File:Summer_Landscape_with_Mountain_(Gustaf_Wilhelm_Palm)_-_Nationalmuseum_-_132603.tif
132604|7060.tif|https://commons.wikimedia.org/wiki/File:Allegory_with_self-portrait_and_profile_portrait_of_Ulrika_Eleonora_the_Elder_-_Nationalmuseum_-_132604.tif
132607|7061.tif|https://commons.wikimedia.org/wiki/File:Intermezzo_(Robert_Thegerström)_-_Nationalmuseum_-_132607.tif
132608|7062.tif|https://commons.wikimedia.org/wiki/File:Solar_Eclipse_(Bengt_Nordenberg)_-_Nationalmuseum_-_132608.tif
132609|7063.tif|https://commons.wikimedia.org/wiki/File:View_of_Riddarholmen_(Emma_Toll)_-_Nationalmuseum_-_132609.tif
132606|7064.tif|https://commons.wikimedia.org/wiki/File:Vårafton_(Nils_Kreuger)_-_Nationalmuseum_-_132606.tif
132610|7065.tif|https://commons.wikimedia.org/wiki/File:Porträtt_av_ung_flicka_med_fågelbur_(Jean_Hugues_Taraval)_-_Nationalmuseum_-_132610.tif
132586|7069.tif|https://commons.wikimedia.org/wiki/File:Low_Tide_at_Villerville_(Charles_François_Daubigny)_-_Nationalmuseum_-_132586.tif
132611|7070.tif|https://commons.wikimedia.org/wiki/File:Sydländskt_landskap_med_vandrare_(Louis_Belanger)_-_Nationalmuseum_-_132611.tif
132612|7071.tif|https://commons.wikimedia.org/wiki/File:Gustav_Vasa_finner_sin_gemål_Katarina_Stenbock_sovande_och_hör_henne_säga_-_Nationalmuseum_-_132612.tif
