obj_id|image_file|commons_link
18775|1771.tif|https://commons.wikimedia.org/wiki/File:The_Artist_Carl_Skånberg,_1878_(Carl_Larsson)_-_Nationalmuseum_-_18775.tif
18776|1772.tif|https://commons.wikimedia.org/wiki/File:A_Revivalist_Disturbs_the_Merrymaking_(Bengt_Nordenberg)_-_Nationalmuseum_-_18776.tif
18777|1773.tif|https://commons.wikimedia.org/wiki/File:The_Artist's_Mother_(Akseli_Gallen-Kallela)_-_Nationalmuseum_-_18777.tif
18778|1774.tif|https://commons.wikimedia.org/wiki/File:The_Poet._Verner_von_Heidenstam,_Author_(J.A.G._Acke_(eg._Johan_Axel_Gustaf_Andersson))_-_Nationalmuseum_-_18778.tif
18783|1779.tif|https://commons.wikimedia.org/wiki/File:Two_Maid-Servants_at_a_Brook_(Pehr_Hilleström_d.ä.)_-_Nationalmuseum_-_18783.tif
18790|1786.tif|https://commons.wikimedia.org/wiki/File:Apple_Tree_in_Flower._Motif_from_Barbizon_(Axel_Lindman)_-_Nationalmuseum_-_18790.tif
18791|1787.tif|https://commons.wikimedia.org/wiki/File:A_Street_in_Fréjus_(Axel_Lindman)_-_Nationalmuseum_-_18791.tif
18794|1790.tif|https://commons.wikimedia.org/wiki/File:The_Chemist_J_Jais_(Wilhelm_Leibl)_-_Nationalmuseum_-_18794.tif
18796|1792.tif|https://commons.wikimedia.org/wiki/File:The_Adoration_of_the_Magi_(Matthias_Stom)_-_Nationalmuseum_-_18796.tif
18797|1793.tif|https://commons.wikimedia.org/wiki/File:Female_Figure,_possibly_Lucretia_(Cesar_Boetius_van_Everdingen)_-_Nationalmuseum_-_18797.tif
18800|1796.tif|https://commons.wikimedia.org/wiki/File:Church-Goers_in_a_Boat_(Carl_Wilhelmson)_-_Nationalmuseum_-_18800.tif
18801|1797.tif|https://commons.wikimedia.org/wiki/File:Two_Tigers_at_Play_(Antoine-Louis_Barye)_-_Nationalmuseum_-_18801.tif
18802|1798.tif|https://commons.wikimedia.org/wiki/File:Barges_on_a_River_(Charles_François_Daubigny)_-_Nationalmuseum_-_18802.tif
18804|1800.tif|https://commons.wikimedia.org/wiki/File:Young_Woman_with_a_Fan_(Adolphe_Monticelli)_-_Nationalmuseum_-_18804.tif
18806|1802.tif|https://commons.wikimedia.org/wiki/File:The_Cornshocks_-_Nationalmuseum_-_18806.tif
18810|1806.tif|https://commons.wikimedia.org/wiki/File:Summer_Landscape_in_Blekinge_(Edvard_Bergh)_-_Nationalmuseum_-_18810.tif
18816|1812.tif|https://commons.wikimedia.org/wiki/File:Haga_(Reinhold_Norstedt)_-_Nationalmuseum_-_18816.tif
18826|1822.tif|https://commons.wikimedia.org/wiki/File:Gathering_Poppies._Study_(Hugo_Salmson)_-_Nationalmuseum_-_18826.tif
18832|1828-ram.tif|https://commons.wikimedia.org/wiki/File:The_Shore_of_Ringsjön_I_(Gustaf_Rydberg)_-_Nationalmuseum_-_18832.tif
18833|1829.tif|https://commons.wikimedia.org/wiki/File:The_Shore_at_Ringsjön_II_(Gustaf_Rydberg)_-_Nationalmuseum_-_18833.tif
18834|1830.tif|https://commons.wikimedia.org/wiki/File:Landscape_at_Torsebro,_near_Kristianstad_(Gustaf_Rydberg)_-_Nationalmuseum_-_18834.tif
18838|1834.tif|https://commons.wikimedia.org/wiki/File:Sven_Unander_(Oscar_Björck)_-_Nationalmuseum_-_18838.tif
18851|1847.tif|https://commons.wikimedia.org/wiki/File:A_Working_Day_in_Paris_-_Nationalmuseum_-_18851.tif
18854|1850.tif|https://commons.wikimedia.org/wiki/File:A_Street_in_Paris._Study_from_Montmartre_(Hugo_Birger)_-_Nationalmuseum_-_18854.tif
18855|1851.tif|https://commons.wikimedia.org/wiki/File:Hypnotic_Séance_(Richard_Bergh)_-_Nationalmuseum_-_18855.tif
18856|1852.tif|https://commons.wikimedia.org/wiki/File:Sketch_for_The_Knight_and_the_Maid_(Richard_Bergh)_-_Nationalmuseum_-_18856.tif
18858|1854.tif|https://commons.wikimedia.org/wiki/File:Old_Grandmother_(Eva_Bonnier)_-_Nationalmuseum_-_18858.tif
18859|1855.tif|https://commons.wikimedia.org/wiki/File:Winter_Landscape._Öland_Scene_(Per_Ekström)_-_Nationalmuseum_-_18859.tif
18860|1856.tif|https://commons.wikimedia.org/wiki/File:Head_of_a_Young_Fisherman._Study_(August_Hagborg)_-_Nationalmuseum_-_18860.tif
18865|1861.tif|https://commons.wikimedia.org/wiki/File:A_Fishergirl_from_the_North_of_France._Study_(August_Hagborg)_-_Nationalmuseum_-_18865.tif
18866|1862.tif|https://commons.wikimedia.org/wiki/File:A_Steep_Ascent_in_Montigny-sur-Loing_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_18866.tif
18867|1863.tif|https://commons.wikimedia.org/wiki/File:The_Tree_and_the_River_III_(The_Seine_at_Bois-le-Roi)_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_18867.tif
18868|1864.tif|https://commons.wikimedia.org/wiki/File:Apple_Tree_in_Blossom_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_18868.tif
18869|1865.tif|https://commons.wikimedia.org/wiki/File:Wild_Country_in_the_Forest_of_Fontainebleau_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_18869.tif
18870|1866.tif|https://commons.wikimedia.org/wiki/File:Seine._Motif_from_St_Germain_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_18870.tif
18871|1867.tif|https://commons.wikimedia.org/wiki/File:Seine._Landscape_with_Poplars_(Carl_Fredrik_Hill)_-_Nationalmuseum_-_18871.tif
18872|1868.tif|https://commons.wikimedia.org/wiki/File:Sunrise_over_the_Rooftops._Motif_from_Stockholm_(Eugène_Jansson)_-_Nationalmuseum_-_18872.tif
18873|1869.tif|https://commons.wikimedia.org/wiki/File:Hornsgatan_by_Night_(Eugène_Jansson)_-_Nationalmuseum_-_18873.tif
18876|1872.tif|https://commons.wikimedia.org/wiki/File:Mrs_Caroline_Schloss_(Ernst_Josephson)_-_Nationalmuseum_-_18876.tif
18878|1874.tif|https://commons.wikimedia.org/wiki/File:Guards'_Room_at_Gripsholm_(Ernst_Josephson)_-_Nationalmuseum_-_18878.tif
18879|1875.tif|https://commons.wikimedia.org/wiki/File:Duke_Karl's_Tower_Chamber_at_Gripsholm_(Ernst_Josephson)_-_Nationalmuseum_-_18879.tif
18881|1877-sk.tif|https://commons.wikimedia.org/wiki/File:Coastal_Scene._Motif_from_Varberg_(Nils_Kreuger)_-_Nationalmuseum_-_18881.tif
18882|1878.tif|https://commons.wikimedia.org/wiki/File:Resting_Cows._Motif_from_Öland_(Nils_Kreuger)_-_Nationalmuseum_-_18882.tif
18888|1884.tif|https://commons.wikimedia.org/wiki/File:Don_Quihote's_Horse_Rosinante_(Nils_Kreuger)_-_Nationalmuseum_-_18888.tif
18891|1886.tif|https://commons.wikimedia.org/wiki/File:A_Poacher_(Bruno_Liljefors)_-_Nationalmuseum_-_18891.tif
18894|1889.tif|https://commons.wikimedia.org/wiki/File:Moonlit_Landscape_(Herman_Norrman)_-_Nationalmuseum_-_18894.tif
18896|1891.tif|https://commons.wikimedia.org/wiki/File:View_of_Stockholm_from_Skansen_(Karl_Nordström)_-_Nationalmuseum_-_18896.tif
18898|1893.tif|https://commons.wikimedia.org/wiki/File:Storm_Clouds_(Karl_Nordström)_-_Nationalmuseum_-_18898.tif
18899|1894.tif|https://commons.wikimedia.org/wiki/File:The_Neighbouring_Farm_Houses_(Karl_Nordström)_-_Nationalmuseum_-_18899.tif
18901|1896.tif|https://commons.wikimedia.org/wiki/File:Children_Bathing_(Carl_Skånberg)_-_Nationalmuseum_-_18901.tif
18902|1897.tif|https://commons.wikimedia.org/wiki/File:Winter._View_of_Eriksberg,_Stockholm_(Carl_Skånberg)_-_Nationalmuseum_-_18902.tif
18904|1899.tif|https://commons.wikimedia.org/wiki/File:Study_for_Dordrecht_Harbour,_1880,_Göteborgs_konstmuseum_(Carl_Skånberg)_-_Nationalmuseum_-_18904.tif
18907|1902.tif|https://commons.wikimedia.org/wiki/File:Mademoiselle_Pourtalès_(Hugo_Salmson)_-_Nationalmuseum_-_18907.tif
18909|1904.tif|https://commons.wikimedia.org/wiki/File:The_Village_Shop_(Carl_Wilhelmson)_-_Nationalmuseum_-_18909.tif
18916|1911.tif|https://commons.wikimedia.org/wiki/File:A_Girl's_Head_I_(Olof_Sager-Nelson)_-_Nationalmuseum_-_18916.tif
18920|1915.tif|https://commons.wikimedia.org/wiki/File:A_Clown_Playing_the_Violin_(Gösta_von_Hennigs)_-_Nationalmuseum_-_18920.tif
18924|1919.tif|https://commons.wikimedia.org/wiki/File:The_Model_(Christian_Krohg)_-_Nationalmuseum_-_18924.tif
18926|1921.tif|https://commons.wikimedia.org/wiki/File:Landscape_(Christen_Dalsgaard)_-_Nationalmuseum_-_18926.tif
18943|1939.tif|https://commons.wikimedia.org/wiki/File:The_Bey_of_Tunis,_Sid_Muhammed_Es_Sadok_(Johan_Fredrik_Höckert)_-_Nationalmuseum_-_18943.tif
18944|1940.tif|https://commons.wikimedia.org/wiki/File:At_Djurgården_in_Stockholm_(Christian_Ezdorf)_-_Nationalmuseum_-_18944.tif
18945|1941.tif|https://commons.wikimedia.org/wiki/File:Landscape_with_a_Grove_-_Nationalmuseum_-_18945.tif
18954|1950.tif|https://commons.wikimedia.org/wiki/File:A_Musical_Family_(Anders_Zorn)_-_Nationalmuseum_-_18954.tif
18956|1952.tif|https://commons.wikimedia.org/wiki/File:After_the_Bath_(Anders_Zorn)_-_Nationalmuseum_-_18956.tif
18959|1955.tif|https://commons.wikimedia.org/wiki/File:Riddarfjärden._A_Stockholm_Study_(Eugène_Jansson)_-_Nationalmuseum_-_18959.tif
18960|1956.tif|https://commons.wikimedia.org/wiki/File:Evening_in_Kornhamnstorg,_Stockholm_(Eugène_Jansson)_-_Nationalmuseum_-_18960.tif
18962|1958.tif|https://commons.wikimedia.org/wiki/File:La_vallée_des_peintres,_Carolles_(Per_Ekström)_-_Nationalmuseum_-_18962.tif
18965|1961.tif|https://commons.wikimedia.org/wiki/File:Getting_Ready_for_a_Game_(Carl_Larsson)_-_Nationalmuseum_-_18965.tif
18971|1967.tif|https://commons.wikimedia.org/wiki/File:Gravity._Interior_(Peter_Alfred_Schou)_-_Nationalmuseum_-_18971.tif
18973|1969.tif|https://commons.wikimedia.org/wiki/File:The_Tree_(Julius_Paulsen)_-_Nationalmuseum_-_18973.tif
18996|1992.tif|https://commons.wikimedia.org/wiki/File:Park_Landscape,_Tyresö_(Richard_Bergh)_-_Nationalmuseum_-_18996.tif
18998|1994.tif|https://commons.wikimedia.org/wiki/File:The_Windmill_(Carl_Wilhelmson)_-_Nationalmuseum_-_18998.tif
18999|1995.tif|https://commons.wikimedia.org/wiki/File:Mother_and_Child._The_Wife_and_Daughter_of_the_Artist_Allan_Österlind_(Ernst_Josephson)_-_Nationalmuseum_-_18999.tif
19004|2000.tif|https://commons.wikimedia.org/wiki/File:Norwegian_Fjord_in_Moonlight._Motif_from_the_Sogne-Fjord_(Marcus_Larson)_-_Nationalmuseum_-_19004.tif
19005|2001.tif|https://commons.wikimedia.org/wiki/File:Music-Hall_Scene_(Gösta_von_Hennigs)_-_Nationalmuseum_-_19005.tif
19007|2003.tif|https://commons.wikimedia.org/wiki/File:Parrot_and_Rabbit_-_Nationalmuseum_-_19007.tif
19008|2004.tif|https://commons.wikimedia.org/wiki/File:Birds_-_Nationalmuseum_-_19008.tif
19009|2005.tif|https://commons.wikimedia.org/wiki/File:Landscape_with_Poultry_-_Nationalmuseum_-_19009.tif
19013|2009.tif|https://commons.wikimedia.org/wiki/File:Christ_Preaching_from_the_Boat_(Jan_Bruegel_d.ä.)_-_Nationalmuseum_-_19013.tif
19014|2010.tif|https://commons.wikimedia.org/wiki/File:View_of_Uppsala._Landscape_by_Moonlight_(Carl_Johan_Fahlcrantz)_-_Nationalmuseum_-_19014.tif
19020|2016.tif|https://commons.wikimedia.org/wiki/File:Burrhus,_Nero's_Tutor,_Prostrating_Himself_before_his_Sovereign_Lord_(Otto_Wallgren)_-_Nationalmuseum_-_19020.tif
19022|2018.tif|https://commons.wikimedia.org/wiki/File:A_Parisian_Lady_(Hugo_Salmson)_-_Nationalmuseum_-_19022.tif
19028|2024.tif|https://commons.wikimedia.org/wiki/File:A_Gipsy_(Hugo_Birger)_-_Nationalmuseum_-_19028.tif
19029|2025.tif|https://commons.wikimedia.org/wiki/File:Sitting_under_the_Arbour_(Hugo_Birger)_-_Nationalmuseum_-_19029.tif
19030|2026.tif|https://commons.wikimedia.org/wiki/File:Saint_Jérome_pénitent_(Georges_de_La_Tour)_-_Nationalmuseum_-_19030.tif
19036|2032.tif|https://commons.wikimedia.org/wiki/File:Allegory_of_Generosity_(Frans_Francken_II)_-_Nationalmuseum_-_19036.tif
19095|2036.tif|https://commons.wikimedia.org/wiki/File:Landscape_with_Peasants_and_Cows_(Peter_van_Regemorter)_-_Nationalmuseum_-_19095.tif
19096|2037.tif|https://commons.wikimedia.org/wiki/File:King_Karl_XII_of_Sweden_-_Nationalmuseum_-_19096.tif
19097|2038.tif|https://commons.wikimedia.org/wiki/File:Three_Allegorical_Figures_Bearing_the_Portrait_of_Karl_XI_of_Sweden_(David_Klöcker_Ehrenstrahl)_-_Nationalmuseum_-_19097.tif
19101|2042.tif|https://commons.wikimedia.org/wiki/File:Lady_Tying_her_Garter_(Alexander_Lauréus)_-_Nationalmuseum_-_19101.tif
19108|2049.tif|https://commons.wikimedia.org/wiki/File:Decorative_Landscape_I_(Jan_Verkade)_-_Nationalmuseum_-_19108.tif
19109|2050.tif|https://commons.wikimedia.org/wiki/File:Decorative_Landscape_II_(Jan_Verkade)_-_Nationalmuseum_-_19109.tif
19115|2056.tif|https://commons.wikimedia.org/wiki/File:Björn_Ahlgrensson,_Artist_(Aron_Gerle)_-_Nationalmuseum_-_19115.tif
19117|2058.tif|https://commons.wikimedia.org/wiki/File:Resignation_(Carl_Wilhelmson)_-_Nationalmuseum_-_19117.tif
19118|2059.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_a_Man_(Leandro_Bassano)_-_Nationalmuseum_-_19118.tif
19126|2067.tif|https://commons.wikimedia.org/wiki/File:The_Conception_of_the_Virgin_-_Nationalmuseum_-_19126.tif
19127|2068.tif|https://commons.wikimedia.org/wiki/File:A_Parisian_Lady_(Édouard_Manet)_-_Nationalmuseum_-_19127.tif
19129|2069-recto.tif|https://commons.wikimedia.org/wiki/File:Landscape_near_Grez-sur-Loing_(Oscar_Törnå)_-_Nationalmuseum_-_19129.tif
19128|2069-verso.tif|https://commons.wikimedia.org/wiki/File:Landscape_at_Skedevi_(Oscar_Törnå)_-_Nationalmuseum_-_19128.tif
19131|2071.tif|https://commons.wikimedia.org/wiki/File:Young_Beggar_(Giacomo_Francesco_Cipper)_-_Nationalmuseum_-_19131.tif
19133|2073.tif|https://commons.wikimedia.org/wiki/File:Allegory._Sweden,_Finland_and_Mars,_the_God_of_War_(Louis_Masreliez)_-_Nationalmuseum_-_19133.tif
19139|2079.tif|https://commons.wikimedia.org/wiki/File:Conversation_(Auguste_Renoir)_-_Nationalmuseum_-_19139.tif
19141|2081.tif|https://commons.wikimedia.org/wiki/File:A_Roman_Triumph_(Mästaren_från_Marradi)_-_Nationalmuseum_-_19141.tif
19142|2082.tif|https://commons.wikimedia.org/wiki/File:A_Battle_Scene_(Mästaren_från_Marradi)_-_Nationalmuseum_-_19142.tif
19146|2086.tif|https://commons.wikimedia.org/wiki/File:Landscape_from_Pontoise_(Camille_Pissarro)_-_Nationalmuseum_-_19146.tif
19147|2087.tif|https://commons.wikimedia.org/wiki/File:Landscape_with_a_Waterfall_(Allaert_van_Everdingen)_-_Nationalmuseum_-_19147.tif
19155|2095.tif|https://commons.wikimedia.org/wiki/File:View_of_Rome_with_the_Colosseum._Study_(Gustaf_Wilhelm_Palm)_-_Nationalmuseum_-_19155.tif
19157|2097.tif|https://commons.wikimedia.org/wiki/File:Esther_and_Ahasverus_(Giuseppe_Bazzani)_-_Nationalmuseum_-_19157.tif
19159|2099.tif|https://commons.wikimedia.org/wiki/File:Triptych_with_the_Adoration_of_the_Magi_and_Saints_(Jacobello_del_Fiore)_-_Nationalmuseum_-_19159.tif
19160|2100.tif|https://commons.wikimedia.org/wiki/File:Thomas_Haviland_(Thomas_Gainsborough)_-_Nationalmuseum_-_19160.tif
19161|2101.tif|https://commons.wikimedia.org/wiki/File:Selfportrait_(Eugène_Jansson)_-_Nationalmuseum_-_19161.tif
18257|1254.tif|https://commons.wikimedia.org/wiki/File:Moonlight_on_the_Coast_of_Norway_(Knud_Baade)_-_Nationalmuseum_-_18257.tif
18361|1358-ram.tif|https://commons.wikimedia.org/wiki/File:Skittle-alley_in_Saeby_Forest._Spring_Morning_(Carl_Fredrik_Aagaard)_-_Nationalmuseum_-_18361.tif
18401|1398.tif|https://commons.wikimedia.org/wiki/File:Nocturne_(Eilif_Peterssen)_-_Nationalmuseum_-_18401.tif
18436|1433.tif|https://commons.wikimedia.org/wiki/File:The_Mirror_of_Time_(Cornelis_Cornelisz._van_Harlem)_-_Nationalmuseum_-_18436.tif
18473|1470.tif|https://commons.wikimedia.org/wiki/File:View_of_Stockholm_(Elias_Martin)_-_Nationalmuseum_-_18473.tif
18507|1504.tif|https://commons.wikimedia.org/wiki/File:Walpurgis_Night_in_Bergslagen,_Grangärde_in_Dalarna_(Anshelm_Schultzberg)_-_Nationalmuseum_-_18507.tif
18547|1544.tif|https://commons.wikimedia.org/wiki/File:Shadows_(Frits_Thaulow)_-_Nationalmuseum_-_18547.tif
18592|1588.tif|https://commons.wikimedia.org/wiki/File:The_Coast_at_Gréville_(Jean-François_Millet)_-_Nationalmuseum_-_18592.tif
18642|1638.tif|https://commons.wikimedia.org/wiki/File:Girls_from_Dalarna_Having_a_Bath_(Anders_Zorn)_-_Nationalmuseum_-_18642.tif
18693|1689.tif|https://commons.wikimedia.org/wiki/File:By_Lake_Siljan_(Anders_Zorn)_-_Nationalmuseum_-_18693.tif
18732|1728.tif|https://commons.wikimedia.org/wiki/File:Self-contempt_(Mihály_von_Munkaczy)_-_Nationalmuseum_-_18732.tif
18773|1769.tif|https://commons.wikimedia.org/wiki/File:The_Cascade_(Gustave_Courbet)_-_Nationalmuseum_-_18773.tif
18809|1805.tif|https://commons.wikimedia.org/wiki/File:David_and_Saul_(Ernst_Josephson)_-_Nationalmuseum_-_18809.tif
18874|1870.tif|https://commons.wikimedia.org/wiki/File:Hugo_Birger,_the_Artist,_as_a_Mercenary_(Ernst_Josephson)_-_Nationalmuseum_-_18874.tif
18927|1923.tif|https://commons.wikimedia.org/wiki/File:Landscape_Near_Tivoli._Study_(Joseph_Magnus_Stäck)_-_Nationalmuseum_-_18927.tif
19010|2006.tif|https://commons.wikimedia.org/wiki/File:Landscape_with_Pigeons_-_Nationalmuseum_-_19010.tif
19166|2106.tif|https://commons.wikimedia.org/wiki/File:Christ_and_the_Woman_taken_in_Adultery_(Pieter_Aertsen)_-_Nationalmuseum_-_19166.tif
19168|2108-ram.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_a_Man_(Gustave_Courbet)_-_Nationalmuseum_-_19168.tif
19174|2114.tif|https://commons.wikimedia.org/wiki/File:Putto_in_front_of_a_Hedge_of_Roses_-_Nationalmuseum_-_19174.tif
19180|2120.tif|https://commons.wikimedia.org/wiki/File:View_of_Stockholm_from_Djurgården_(Carl_Johan_Fahlcrantz)_-_Nationalmuseum_-_19180.tif
19182|2122.tif|https://commons.wikimedia.org/wiki/File:View_over_the_Sea_(Claude_Monet)_-_Nationalmuseum_-_19182.tif
19189|2129.tif|https://commons.wikimedia.org/wiki/File:At_the_Seashore_(Ernst_Josephson)_-_Nationalmuseum_-_19189.tif
19191|2131.tif|https://commons.wikimedia.org/wiki/File:Setting_Sail_(Christian_Krohg)_-_Nationalmuseum_-_19191.tif
19193|2133.tif|https://commons.wikimedia.org/wiki/File:Athletes_(Eugène_Jansson)_-_Nationalmuseum_-_19193.tif
19194|2134.tif|https://commons.wikimedia.org/wiki/File:The_Outskirts_of_the_Town_(Eugène_Jansson)_-_Nationalmuseum_-_19194.tif
19195|2135.tif|https://commons.wikimedia.org/wiki/File:Sapho_(Jean-Baptiste_Regnault)_-_Nationalmuseum_-_19195.tif
19198|2138.tif|https://commons.wikimedia.org/wiki/File:Landscape_Study_from_Barbizon_(Carl_Larsson)_-_Nationalmuseum_-_19198.tif
19200|2140.tif|https://commons.wikimedia.org/wiki/File:Madonna_of_Humility_(Jan_van_Hemessen)_-_Nationalmuseum_-_19200.tif
19204|2144.tif|https://commons.wikimedia.org/wiki/File:Boy_with_a_Wheelbarrow_(Ernst_Josephson)_-_Nationalmuseum_-_19204.tif
19208|2148.tif|https://commons.wikimedia.org/wiki/File:The_Countess_Beata_de_la_Gardie_(David_Klöcker_Ehrenstrahl)_-_Nationalmuseum_-_19208.tif
19214|2154.tif|https://commons.wikimedia.org/wiki/File:The_Entry_of_Sten_Sture_the_Elder_into_Stockholm_(Georg_von_Rosen)_-_Nationalmuseum_-_19214.tif
19216|2156.tif|https://commons.wikimedia.org/wiki/File:Landscape_from_Bretagne_(Paul_Gauguin)_-_Nationalmuseum_-_19216.tif
19219|2159.tif|https://commons.wikimedia.org/wiki/File:Landscape_with_a_Running_Brook._Scene_from_the_Carolles_in_Normandy_(Per_Ekström)_-_Nationalmuseum_-_19219.tif
19221|2161.tif|https://commons.wikimedia.org/wiki/File:Achilles_Receiving_in_his_Tent_the_Envoys_of_Agamemnon_(Jean-Auguste-Dominique_Ingres)_-_Nationalmuseum_-_19221.tif
19223|2163.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_a_Man_Wearing_a_Black_Beret_(Dosso_Dossi)_-_Nationalmuseum_-_19223.tif
19226|2166.tif|https://commons.wikimedia.org/wiki/File:Landscape_from_La_Source_Bleue_(Gustave_Courbet)_-_Nationalmuseum_-_19226.tif
19230|2170.tif|https://commons.wikimedia.org/wiki/File:Still_Life_with_a_Basket_of_Flowers_(Balthasar_van_der_Ast)_-_Nationalmuseum_-_19230.tif
19233|2173.tif|https://commons.wikimedia.org/wiki/File:By_the_Seaside_(Jan_Abrahamsz_Beerstraaten)_-_Nationalmuseum_-_19233.tif
19236|2176.tif|https://commons.wikimedia.org/wiki/File:Tavern_Scene_(Richard_Brakenburgh)_-_Nationalmuseum_-_19236.tif
19246|2186.tif|https://commons.wikimedia.org/wiki/File:Joseph_de_France_and_his_Family_(Martin_van_Meytens_d.y.)_-_Nationalmuseum_-_19246.tif
19247|2187.tif|https://commons.wikimedia.org/wiki/File:Portrait_of_a_Young_Lady_as_Flora_(Élisabeth_Louise_Vigée-Lebrun)_-_Nationalmuseum_-_19247.tif
19274|2214.tif|https://commons.wikimedia.org/wiki/File:Home_Tunes_(Anders_Zorn)_-_Nationalmuseum_-_19274.tif
19277|2216-2217.tif|https://commons.wikimedia.org/wiki/File:Sunlight_Study_at_Chantilly_(Georg_Arsenius)_-_Nationalmuseum_-_19277.tif
19278|2218.tif|https://commons.wikimedia.org/wiki/File:From_my_Window_in_Cannes_(Albert_Edelfelt)_-_Nationalmuseum_-_19278.tif
19283|2223.tif|https://commons.wikimedia.org/wiki/File:Redstarts_and_Butterflies._Five_studies_in_one_frame,_NM_2223-2227_(Bruno_Liljefors)_-_Nationalmuseum_-_19283.tif
19284|2224.tif|https://commons.wikimedia.org/wiki/File:Chaffinches_and_Dragonflies._Five_studies_in_one_frame,_NM_2223-2227_(Bruno_Liljefors)_-_Nationalmuseum_-_19284.tif
19285|2225.tif|https://commons.wikimedia.org/wiki/File:A_Cat_and_a_Chaffinch._Five_animal_studies_in_one_frame,_NM_2223-2227_(Bruno_Liljefors)_-_Nationalmuseum_-_19285.tif
19286|2226.tif|https://commons.wikimedia.org/wiki/File:Sparrows_in_a_Cherry_Tree._Five_studies_in_one_frame,_NM_2223-2227_(Bruno_Liljefors)_-_Nationalmuseum_-_19286.tif
19293|2233.tif|https://commons.wikimedia.org/wiki/File:A_Séance_(Hugo_Salmson)_-_Nationalmuseum_-_19293.tif
19294|2234.tif|https://commons.wikimedia.org/wiki/File:Picking_Flowers_(Hugo_Salmson)_-_Nationalmuseum_-_19294.tif
19299|2239.tif|https://commons.wikimedia.org/wiki/File:A_Travelling_Journeyman_(Kilian_Zoll)_-_Nationalmuseum_-_19299.tif
19302|2242.tif|https://commons.wikimedia.org/wiki/File:The_Artist's_Wife_Maria_Wilhelmina_(Per_Krafft_d.ä.)_-_Nationalmuseum_-_19302.tif
19304|2244.tif|https://commons.wikimedia.org/wiki/File:The_Artist's_Sister_Wilhelmina_(Per_Krafft_d.y.)_-_Nationalmuseum_-_19304.tif
19306|2246.tif|https://commons.wikimedia.org/wiki/File:Erminia_and_the_Shepherds_(Eugène_Delacroix)_-_Nationalmuseum_-_19306.tif
19308|2248.tif|https://commons.wikimedia.org/wiki/File:Landscape,_From_Lejre_(Vilhelm_Hammershøi)_-_Nationalmuseum_-_19308.tif
19313|2253.tif|https://commons.wikimedia.org/wiki/File:Dancing_Children_(Lorens_Pasch_d.y.)_-_Nationalmuseum_-_19313.tif
19318|2258.tif|https://commons.wikimedia.org/wiki/File:Frederik_V,_King_of_Denmark_(Carl_Gustav_Pilo)_-_Nationalmuseum_-_19318.tif
19319|2259.tif|https://commons.wikimedia.org/wiki/File:St_Benedict_(Nardo_di_Cione)_-_Nationalmuseum_-_19319.tif
19321|2261.tif|https://commons.wikimedia.org/wiki/File:View_from_the_Lime-kilns_in_Copenhagen_(Christoffer_Wilhelm_Eckersberg)_-_Nationalmuseum_-_19321.tif
19324|2264.tif|https://commons.wikimedia.org/wiki/File:John_the_Baptist_Preaching_(Elias_Martin)_-_Nationalmuseum_-_19324.tif
19325|2265.tif|https://commons.wikimedia.org/wiki/File:English_Landscape_from_Mistley_Hall,_Essex_(Elias_Martin)_-_Nationalmuseum_-_19325.tif
19326|2266.tif|https://commons.wikimedia.org/wiki/File:Landscape_with_Rustics_and_Cattle_(Elias_Martin)_-_Nationalmuseum_-_19326.tif
19328|2268.tif|https://commons.wikimedia.org/wiki/File:Still_Life_(Pehr_Hilleström_d.ä.)_-_Nationalmuseum_-_19328.tif
19340|2280.tif|https://commons.wikimedia.org/wiki/File:St_Teresa_in_extasy_(Ernst_Josephson)_-_Nationalmuseum_-_19340.tif
19341|2281-Fo.tif|https://commons.wikimedia.org/wiki/File:The_Artist's_Studio,_with_Selfportrait_(Hugo_Birger)_-_Nationalmuseum_-_19341.tif
19347|2287.tif|https://commons.wikimedia.org/wiki/File:Cows_on_the_Beach_(Nils_Kreuger)_-_Nationalmuseum_-_19347.tif
19383|2322.tif|https://commons.wikimedia.org/wiki/File:Composition_with_Figures_and_a_Horse_(Paul_Gauguin)_-_Nationalmuseum_-_19383.tif
19386|2325.tif|https://commons.wikimedia.org/wiki/File:Flowerpiece_(Andrea_Scacciati)_-_Nationalmuseum_-_19386.tif
19387|2326.tif|https://commons.wikimedia.org/wiki/File:Flowerpiece_(Andrea_Scacciati)_-_Nationalmuseum_-_19387.tif
19398|2337.tif|https://commons.wikimedia.org/wiki/File:After_the_Hunt_(Govert_Dircksz._Camphuysen)_-_Nationalmuseum_-_19398.tif
19399|2338.tif|https://commons.wikimedia.org/wiki/File:Princess_Sofia_Albertina_of_Sweden_(1753-18299._Uncompleted_(Lorens_Pasch_d.y.)_-_Nationalmuseum_-_19399.tif
19400|2339.tif|https://commons.wikimedia.org/wiki/File:The_English_Physician_William_Withering_(Carl_Fredrik_von_Breda)_-_Nationalmuseum_-_19400.tif
19404|2343.tif|https://commons.wikimedia.org/wiki/File:Pontus_(Carl_Larsson)_-_Nationalmuseum_-_19404.tif
